IDEA_VE_023,발상,VERY EASY,일차함수 $y=2x+3$의 그래프에서 $y$축과 만나는 점의 $y$좌표를 구하시오.,최대공약수,순환소수,$y$절편,근의 공식,$y$절편
IDEA_VE_024,발상,VERY EASY,이차함수 $y=(x-1)^2+2$의 꼭짓점의 좌표를 구하시오.,소인수분해,부등식의 성질,평균,이차함수의 꼭짓점,이차함수의 꼭짓점
IDEA_VE_025,발상,VERY EASY,$(2x + y) + (3x - 2y)$를 간단히 하시오.,피타고라스 정리,동류항의 계산,삼각비,거듭제곱,동류항의 계산
IDEA_E_001,발상,EASY,$(x-2)(x+3)$을 전개하시오.,소인수분해,통계적 확률,곱셈공식,삼각비,곱셈공식
IDEA_E_002,발상,EASY,일차부등식 $2x + 3 < 5x - 6$을 만족하는 $x$의 값의 범위를 구하시오.,일차부등식의 풀이,평행선과 엇각,피타고라스 정리,원의 넓이,일차부등식의 풀이
IDEA_E_003,발상,EASY,이차방정식 $x^2 - 5x + 6 = 0$의 두 근을 구하시오.,연립방정식의 풀이,이차방정식의 풀이,도수분포다각형,대푯값,이차방정식의 풀이
IDEA_E_004,발상,EASY,이차함수 $y = x^2 - 4x + 3$의 꼭짓점의 좌표를 구하시오.,근의 공식,이차함수의 표준형,소수와 합성수,히스토그램,이차함수의 표준형
IDEA_E_005,발상,EASY,"주사위 한 개를 던질 때, 소수의 눈이 나올 확률을 구하시오.",거듭제곱,확률의 뜻,인수분해,지수법칙,확률의 뜻
IDEA_E_006,발상,EASY,"직각삼각형의 직각을 낀 두 변의 길이가 각각 $6$, $8$일 때, 빗변의 길이를 구하시오.",상관관계,단항식의 나눗셈,유한소수의 조건,피타고라스 정리,피타고라스 정리
IDEA_E_007,발상,EASY,$\\sqrt{18}$을 $a\\sqrt{b}$ 꼴로 나타내시오.,제곱근의 성질,줄기와 잎 그림,최빈값,작도와 합동,제곱근의 성질
IDEA_E_008,발상,EASY,"세 변의 길이가 각각 $5, 12, 13$인 삼각형은 어떤 삼각형인지 말하시오.",피타고라스 정리의 역,상대도수,동류항의 계산,일차함수의 평행이동,피타고라스 정리의 역
IDEA_E_009,발상,EASY,정오각형의 한 내각의 크기를 구하시오.,분모의 유리화,식의 대입,다각형의 내각의 크기,부등식의 성질,다각형의 내각의 크기
IDEA_E_010,발상,EASY,다항식 $x^2y - xy^2$을 인수분해하시오.,공통인수로 묶기,산점도,입체도형의 겉넓이,순환소수,공통인수로 묶기
IDEA_E_011,발상,EASY,"변량 $2, 4, 6, 8, 10$의 중앙값을 구하시오.",최대공약수,이차방정식의 중근,중앙값,다각형의 외각,중앙값
IDEA_E_012,발상,EASY,분수 $\\frac{1}{\\sqrt{3}}$의 분모를 유리수로 고치시오.,평행사변형의 성질,엇각과 동위각,분모의 유리화,점과 직선 사이의 거리,분모의 유리화
IDEA_E_013,발상,EASY,"두 방정식 $y = 2x$와 $x + y = 6$을 동시에 만족하는 $x, y$를 구하시오.",근호가 있는 식의 변형,분산,대입법,삼각비,대입법
IDEA_E_014,발상,EASY,반지름의 길이가 $5$이고 중심각의 크기가 $72^\circ$인 부채꼴의 호의 길이를 구하시오.,부채꼴의 호의 길이,제곱근의 덧셈,일차함수의 $x$절편,근의 공식,부채꼴의 호의 길이
IDEA_E_015,발상,EASY,비례식 $3 : 4 = x : 12$를 만족하는 $x$의 값을 구하시오.,곱셈공식,비례식의 성질,무리수의 정수 부분,이차함수의 대칭축,비례식의 성질
IDEA_E_016,발상,EASY,분수 $\\frac{5}{12}$가 유한소수인지 순환소수인지 판별하시오.,표준편차,삼각형의 닮음조건,순환소수의 판별,원주각,순환소수의 판별
IDEA_E_017,발상,EASY,순환소수 $0.\dot{3}$을 분수로 나타내시오.,순환소수의 분수 표현,절댓값,일차함수의 그래프,피타고라스 정리,순환소수의 분수 표현
IDEA_E_018,발상,EASY,"좌표평면 위의 두 점 $A(1, 2)$와 $B(4, 6)$ 사이의 거리를 구하시오.",다항식의 덧셈,두 점 사이의 거리,경우의 수,소인수분해,두 점 사이의 거리
IDEA_E_019,발상,EASY,"$5$명의 학생의 수학 점수의 평균이 $80$점일 때, 점수의 총합을 구하시오.",역수,평균의 뜻,무리수의 대소 관계,일차방정식의 해,평균의 뜻
IDEA_E_020,발상,EASY,방정식 $2x + 3y = 6$의 그래프가 $x$축과 만나는 점의 좌표를 구하시오.,지수법칙,일차함수의 $x$절편,분배법칙,대푯값,일차함수의 $x$절편
IDEA_E_021,발상,EASY,$\\sqrt{2} \times \\sqrt{8}$을 계산하시오.,부채꼴의 중심각,원의 둘레,이차함수의 최댓값,제곱근의 곱셈,제곱근의 곱셈
IDEA_E_022,발상,EASY,"두 점 $(1, 2)$와 $(3, 6)$을 지나는 직선의 기울기를 구하시오.",합차 공식,최소공배수,일차함수의 기울기,다각형의 대각선 개수,일차함수의 기울기
IDEA_E_023,발상,EASY,다항식 $x^2 - 4y^2$을 두 다항식의 곱으로 나타내시오.,합차 공식,구의 겉넓이,통계적 확률,소수와 합성수,합차 공식
IDEA_E_024,발상,EASY,$(-2)^3 \times (-2)^2$을 간단히 하시오.,지수법칙,원과 현,작도와 합동,상관관계,지수법칙
IDEA_E_025,발상,EASY,방정식 $|x - 2| = 5$의 해를 구하시오.,삼각형의 무게중심,정비례와 반비례,산점도,절댓값의 성질,절댓값의 성질
IDEA_H_001,발상,HARD,이차방정식 $2x^2 - 4x - 3 = 0$의 해를 구하시오.,근의 공식,작도,대푯값,평행사변형,근의 공식
IDEA_H_002,발상,HARD,"두 변의 길이가 $4, 6$이고 그 끼인각의 크기가 $60^\circ$인 삼각형의 넓이를 구하시오.",연립방정식,삼각비를 이용한 삼각형의 넓이,소인수분해,경우의 수,삼각비를 이용한 삼각형의 넓이
IDEA_H_003,발상,HARD,분수 $\\frac{2}{\\sqrt{3}-1}$의 분모를 유리화하시오.,히스토그램,외심과 내심,일차함수의 기울기,분모의 유리화,분모의 유리화
IDEA_H_004,발상,HARD,다항식 $(x+y)^2 - 3(x+y) + 2$를 인수분해하시오.,공통부분을 치환하여 인수분해하기,원과 부채꼴,상대도수,부등식의 성질,공통부분을 치환하여 인수분해하기
IDEA_H_005,발상,HARD,"주머니에 붉은 공 $3$개, 푸른 공 $2$개가 있다. 연속하여 두 번 공을 꺼낼 때, 첫 번째는 붉은 공, 두 번째는 푸른 공이 나올 확률을 구하시오. (단, 꺼낸 공은 다시 넣지 않는다.)",다항식의 덧셈,확률의 곱셈,피타고라스 정리,지수법칙,확률의 곱셈
IDEA_H_006,발상,HARD,$\\sqrt{24n}$이 자연수가 되도록 하는 가장 작은 자연수 $n$의 값을 구하시오.,일차부등식,중앙값,무리수가 정수가 될 조건,엇각과 동위각,무리수가 정수가 될 조건
IDEA_H_007,발상,HARD,"농도가 $10\%$인 소금물과 $20\%$인 소금물을 섞어서 농도가 $15\%$인 소금물 $200$g을 만들려고 할 때, $10\%$ 소금물의 양을 구하시오.",연립방정식의 활용,소인수분해,원주각,다각형의 대각선,연립방정식의 활용
IDEA_H_008,발상,HARD,"꼭짓점의 좌표가 $(1, -3)$이고 점 $(2, -1)$을 지나는 이차함수의 식을 구하시오.",최대공약수,이차함수의 식 구하기,상관관계,삼각형의 합동조건,이차함수의 식 구하기
IDEA_H_009,발상,HARD,"삼각형 $ABC$의 무게중심 $G$에 대하여 $\overline{AG}$의 길이가 $6$일 때, 점 $A$에서 마주보는 변에 내린 중선의 전체 길이를 구하시오.",근의 공식,순환소수,삼각형의 무게중심의 성질,줄기와 잎 그림,삼각형의 무게중심의 성질
IDEA_H_010,발상,HARD,"어떤 정수의 $3$배에서 $5$를 뺀 수는 그 정수에 $2$를 더한 수의 $2$배보다 작다고 할 때, 이를 만족하는 가장 큰 정수를 구하시오.",제곱근의 뜻,삼각비,도수분포표,일차부등식의 활용,일차부등식의 활용
IDEA_H_011,발상,HARD,$3 < \\sqrt{3x} < 4$를 만족하는 자연수 $x$의 개수를 구하시오.,제곱근의 대소 관계,연립방정식,평행이동,분산,제곱근의 대소 관계
IDEA_H_012,발상,HARD,"이차방정식 $x^2 - kx + 9 = 0$이 중근을 가질 때, 양수 $k$의 값을 구하시오.",역수,이차방정식이 중근을 가질 조건,최빈값,입체도형의 부피,이차방정식이 중근을 가질 조건
IDEA_H_013,발상,HARD,반지름의 길이가 $5$인 원의 중심에서 $13$만큼 떨어진 점 $P$에서 이 원에 그은 접선의 길이를 구하시오.,지수법칙,정비례와 반비례,인수분해,원의 접선의 길이,원의 접선의 길이
IDEA_H_014,발상,HARD,"길이가 $10$인 실에 매달린 추가 수직 방향과 $60^\circ$의 각을 이루고 있을 때, 추는 가장 낮은 위치보다 얼마나 높이 있는지 구하시오.",동류항,삼각비의 활용,곱셈공식,산점도,삼각비의 활용
IDEA_H_015,발상,HARD,다항식 $x^2y - xy - x + 1$을 인수분해하시오.,대푯값,원의 둘레,항이 4개인 다항식의 인수분해,부등식의 성질,항이 4개인 다항식의 인수분해
IDEA_H_016,발상,HARD,"두 일차방정식 $ax + 2y = 4$와 $3x - y = b$의 그래프가 일치할 때, 상수 $a, b$의 값을 구하시오.",연립방정식의 해가 무수히 많을 조건,피타고라스 정리,소수와 합성수,히스토그램,연립방정식의 해가 무수히 많을 조건
IDEA_H_017,발상,HARD,"이차함수 $y = -2x^2$의 그래프를 $x$축의 방향으로 $3$만큼, $y$축의 방향으로 $-1$만큼 평행이동한 그래프의 식을 구하시오.",이차함수의 그래프의 평행이동,엇각,작도,경우의 수,이차함수의 그래프의 평행이동
IDEA_H_018,발상,HARD,"좌표평면 위의 두 점 $A(-2, 3), B(4, 5)$와 $x$축 위를 움직이는 점 $P$에 대하여 $\overline{AP} + \overline{BP}$의 최솟값을 구하시오.",순환소수,제곱근의 곱셈,대칭이동을 이용한 최단 거리,다각형의 외각,대칭이동을 이용한 최단 거리
IDEA_H_019,발상,HARD,"삼각형 $ABC$의 외심 $O$에 대하여 $\angle BAC = 50^\circ$일 때, $\angle BOC$의 크기를 구하시오.",인수분해,삼각형의 외심과 각의 크기,확률의 뜻,분배법칙,삼각형의 외심과 각의 크기
IDEA_H_020,발상,HARD,$(x+y-1)(x+y+1)$을 전개하시오.,중앙값,최대공약수,삼각비,곱셈공식의 활용,곱셈공식의 활용
IDEA_H_021,발상,HARD,"반지름의 길이가 $10$인 원에서 현의 길이가 $16$일 때, 원의 중심에서 이 현까지의 거리를 구하시오.",일차방정식,통계적 확률,원의 중심과 현의 길이,거듭제곱,원의 중심과 현의 길이
IDEA_H_022,발상,HARD,닮음비가 $2:3$인 두 닮은 도형의 넓이의 비를 구하시오.,근의 공식,식의 대입,상관관계,닮은 도형의 넓이의 비,닮은 도형의 넓이의 비
IDEA_H_023,발상,HARD,일차함수 $y = -\\frac{3}{4}x + 3$의 그래프와 $x$축 및 $y$축으로 둘러싸인 도형의 넓이를 구하시오.,소인수분해,표준편차,일차함수의 그래프와 도형의 넓이,엇각과 동위각,일차함수의 그래프와 도형의 넓이
IDEA_H_024,발상,HARD,"$5$개의 변량 $x_1, x_2, x_3, x_4, x_5$의 평균이 $10$, 분산이 $4$일 때, 변량 $2x_1, 2x_2, 2x_3, 2x_4, 2x_5$의 분산을 구하시오.",피타고라스 정리,원과 비례,일차부등식,변량의 변화에 따른 분산,변량의 변화에 따른 분산
IDEA_H_025,발상,HARD,어떤 자연수 $x$에 $0.\dot{5}$를 곱해야 할 것을 잘못하여 $0.5$를 곱하였더니 정답과 오답의 차이가 $2$가 되었다. 이때 $x$의 값을 구하시오.,순환소수를 포함한 방정식,대칭이동,삼각비의 뜻,이차함수의 최댓값,순환소수를 포함한 방정식
IDEA_VH_001,발상,VERY HARD,$9999^2 - 1$을 계산기를 사용하지 않고 계산하시오.,인수분해 공식을 이용한 수의 계산,상대도수,원의 둘레,평행사변형의 성질,인수분해 공식을 이용한 수의 계산
IDEA_VH_002,발상,VERY HARD,"$x = \\sqrt{2} + 1$일 때, $x^2 - 2x + 3$의 값을 구하시오.",작도와 합동,경우의 수,무리수의 식의 대입과 식의 값,엇각과 동위각,무리수의 식의 대입과 식의 값
IDEA_VH_003,발상,VERY HARD,"$\\sqrt{7}$의 소수 부분을 $a$라고 할 때, $a^2 + 4a$의 값을 구하시오.",대푯값,외심과 내심,이등변삼각형의 성질,무리수의 정수 부분과 소수 부분,무리수의 정수 부분과 소수 부분
IDEA_VH_004,발상,VERY HARD,"길이가 각각 $100\text{m}$, $150\text{m}$인 두 기차가 서로 반대 방향으로 달려 완전히 지나치는 데 $10$초가 걸리고, 같은 방향으로 달릴 때는 빠른 기차가 느린 기차를 완전히 지나치는 데 $50$초가 걸린다. 두 기차의 속력을 각각 구하시오.",도수분포표,피타고라스 정리,원주각의 크기,연립방정식의 활용,연립방정식의 활용
IDEA_VH_005,발상,VERY HARD,"어떤 이차함수의 그래프가 세 점 $(1, 5)$, $(2, 2)$, $(3, 5)$를 지날 때, 이 이차함수의 식을 구하시오.",이차함수의 대칭성 이용,소수와 합성수,다각형의 대각선의 개수,줄기와 잎 그림,이차함수의 대칭성 이용
IDEA_VH_006,발상,VERY HARD,"직각삼각형의 세 변의 길이가 각각 $x$, $x+2$, $x+4$일 때, $x$의 값을 구하시오.",중앙값,최대공약수,피타고라스 정리와 이차방정식,상관관계,피타고라스 정리와 이차방정식
IDEA_VH_007,발상,VERY HARD,"세 변의 길이가 각각 $5$, $12$, $13$인 직각삼각형의 내접원의 반지름의 길이를 구하시오.",단항식의 나눗셈,분산과 표준편차,지수법칙,삼각형의 내심과 삼각형의 넓이,삼각형의 내심과 삼각형의 넓이
IDEA_VH_008,발상,VERY HARD,"삼각형 $ABC$에서 $\overline{AB}=7$, $\overline{BC}=8$, $\overline{CA}=9$일 때, 점 $A$에서 변 $BC$에 내린 수선의 발을 $H$라 하자. 선분 $AH$의 길이를 구하시오.",피타고라스 정리를 이용한 일반 삼각형의 높이,최빈값,일차방정식의 풀이,히스토그램,피타고라스 정리를 이용한 일반 삼각형의 높이
IDEA_VH_009,발상,VERY HARD,다항식 $x^2 + xy - 2y^2 + x + 5y - 2$를 인수분해하시오.,내림차순 정리를 이용한 복잡한 식의 인수분해,입체도형의 겉넓이,통계적 확률,부채꼴의 중심각,내림차순 정리를 이용한 복잡한 식의 인수분해
IDEA_VH_010,발상,VERY HARD,대각선의 총 개수가 $35$개인 다각형의 내각의 크기의 합을 구하시오.,다각형의 대각선의 개수와 내각의 크기,제곱근의 곱셈,표준편차,일차함수의 기울기,다각형의 대각선의 개수와 내각의 크기
IDEA_VH_011,발상,VERY HARD,"이차방정식 $x^2 - 4x + 1 = 0$의 한 근을 $x$라 할 때, $x + \\frac{1}{x}$의 값을 구하시오.",이차방정식의 변형식,삼각형의 무게중심,상대도수의 분포표,원의 접선의 길이,이차방정식의 변형식
IDEA_VH_012,발상,VERY HARD,원뿔을 밑면에 평행한 평면으로 높이를 이등분하여 자를 때 생기는 원뿔대 부분의 부피가 $140\pi$이다. 처음 원뿔의 부피를 구하시오.,닮은 입체도형의 부피의 비,근의 공식,분모의 유리화,산점도,닮은 입체도형의 부피의 비
IDEA_VH_013,발상,VERY HARD,"두 자연수 $x, y$에 대하여 $x^2 - y^2 = 13$이 성립할 때, $x^2 + y^2$의 값을 구하시오.",합차 공식을 이용한 부정방정식,원과 부채꼴,대푯값,삼각비의 뜻,합차 공식을 이용한 부정방정식
IDEA_VH_014,발상,VERY HARD,"어떤 물통에 물을 가득 채우는 데 A호스로는 $4$시간, B호스로는 $6$시간이 걸린다. 두 호스를 동시에 열어 물을 채우다가 중간에 B호스를 잠갔더니 물이 가득 차는 데 총 $3$시간이 걸렸다. B호스로 물을 채운 시간을 구하시오.",피타고라스 정리의 역,순환소수,일차방정식의 활용,줄기와 잎 그림,일차방정식의 활용
IDEA_VH_015,발상,VERY HARD,반지름의 길이가 $4$인 원에 내접하는 정육각형의 넓이를 구하시오.,연립방정식의 해,이차함수의 꼭짓점,소인수분해,삼각비를 이용한 정다각형의 넓이,삼각비를 이용한 정다각형의 넓이
IDEA_VH_016,발상,VERY HARD,"$A$ 집단 $4$개의 변량의 평균이 $6$이고 분산이 $5$이며, $B$ 집단 $4$개의 변량의 평균이 $6$이고 분산이 $3$이다. 이 $8$개의 변량 전체의 분산을 구하시오.",두 집단의 통합 분산,원의 둘레,이차함수의 평행이동,근의 공식,두 집단의 통합 분산
IDEA_VH_017,발상,VERY HARD,"주사위를 두 번 던져서 나오는 눈의 수를 각각 $a, b$라 할 때, 일차함수 $y = ax + b$의 그래프가 제$4$사분면을 지나지 않을 확률을 구하시오.",최소공배수,작도와 합동,일차함수의 그래프와 사분면,도수분포다각형,일차함수의 그래프와 사분면
IDEA_VH_018,발상,VERY HARD,$2^{x+2} + 2^x = 40$을 만족하는 자연수 $x$의 값을 구하시오.,지수법칙의 활용,삼각형의 외심,분산과 표준편차,경우의 수,지수법칙의 활용
IDEA_VH_019,발상,VERY HARD,밑면의 반지름의 길이가 $r$이고 높이가 $h$인 원기둥이 있다. 밑면의 한 점에서 출발하여 원기둥의 옆면을 따라 $3$바퀴를 감아 바로 위쪽 윗면의 점에 도달하는 실의 최단 길이를 구하시오.,다항식의 덧셈,일차부등식,대푯값,입체도형의 전개도와 최단 거리,입체도형의 전개도와 최단 거리
IDEA_VH_020,발상,VERY HARD,"삼각형 $ABC$에서 $\overline{AB}=\overline{AC}$이다. 변 $AC$ 위에 점 $D$를 잡았을 때, $\overline{BD}=\overline{BC}=\overline{AD}$가 성립한다면 $\angle A$의 크기를 구하시오.",이등변삼각형의 성질을 이용한 각도 구하기,확률의 곱셈,인수분해 공식,절댓값의 성질,이등변삼각형의 성질을 이용한 각도 구하기
IDEA_VH_021,발상,VERY HARD,각 자리의 숫자의 합이 $12$인 두 자리의 자연수가 있다. 이 자연수의 십의 자리 숫자와 일의 자리 숫자를 바꾼 수는 처음 수보다 $36$이 더 크다. 처음 자연수를 구하시오.,피타고라스 정리,다각형의 외각의 크기,연립방정식을 이용한 자릿수 문제,상관관계,연립방정식을 이용한 자릿수 문제
IDEA_VH_022,발상,VERY HARD,"이차함수 $y = ax^2 + bx + c$의 그래프가 점 $(0, -3)$을 지나고 꼭짓점이 $x$축 위에 있다. 이 그래프가 점 $(2, -3)$을 지날 때, 상수 $a, b, c$의 값을 구하시오.",도수분포표,삼각비,이차함수의 꼭짓점의 조건,소인수분해,이차함수의 꼭짓점의 조건
IDEA_VH_023,발상,VERY HARD,"어떤 원에서 길이가 $8$인 현 $AB$에 대하여 원의 중심에서 현까지의 거리가 $3$일 때, 이 원의 넓이를 구하시오.",순환소수의 분수 표현,현의 수직이등분선과 피타고라스 정리,이차방정식의 중근,평균,현의 수직이등분선과 피타고라스 정리
IDEA_VH_024,발상,VERY HARD,$\\frac{1}{\\sqrt{1}+\\sqrt{2}} + \\frac{1}{\\sqrt{2}+\\sqrt{3}} + \dots + \\frac{1}{\\sqrt{99}+\\sqrt{100}}$의 값을 구하시오.,입체도형의 부피,분모의 유리화와 규칙성 찾기,원주각,산점도,분모의 유리화와 규칙성 찾기
IDEA_VH_025,발상,VERY HARD,"삼각형 $ABC$에서 $\angle A$의 이등분선이 변 $BC$와 만나는 점을 $D$라 하자. $\overline{AB}=6$, $\overline{AC}=4$, $\overline{BC}=5$일 때, 선분 $BD$의 길이를 구하시오.",지수법칙,최빈값,근의 공식,삼각형의 내각의 이등분선의 성질,삼각형의 내각의 이등분선의 성질
IDEA_T_001,발상,TOUGH,"$x = \\frac{\\sqrt{3}+1}{\\sqrt{3}-1}$일 때, $x^2 - 4x + 2$의 값을 구하시오.",분모의 유리화와 식의 값,작도,대푯값,평행이동,분모의 유리화와 식의 값
IDEA_T_002,발상,TOUGH,"$\\frac{1}{x} + \\frac{1}{y} = \\frac{1}{3}$을 만족하는 자연수 $x, y$의 순서쌍 $(x, y)$의 개수를 구하시오.",피타고라스 정리,원주각,부정방정식의 정수해,도수분포표,부정방정식의 정수해
IDEA_T_003,발상,TOUGH,"이차방정식 $x^2-px+q=0$의 두 근이 모두 소수이고, $p, q$도 모두 소수일 때, $p+q$의 값을 구하시오.",삼각형의 합동조건,이차방정식의 근과 소수의 성질,삼각비,상대도수,이차방정식의 근과 소수의 성질
IDEA_T_004,발상,TOUGH,"$1$부터 $6$까지의 눈이 있는 주사위를 세 번 던져 나온 눈의 수를 각각 $a, b, c$라 할 때, 이차방정식 $ax^2+bx+c=0$이 유리수인 해를 가질 확률을 구하시오.",최대공약수,다각형의 내각,이차방정식이 유리수인 해를 가질 조건,부채꼴의 넓이,이차방정식이 유리수인 해를 가질 조건
IDEA_T_005,발상,TOUGH,"삼각형의 세 변의 길이 $a, b, c$에 대하여 $a^2+b^2+c^2 = ab+bc+ca$가 성립할 때, 이 삼각형은 어떤 삼각형인지 구하시오.",연립방정식,곱셈공식의 변형과 삼각형의 판별,중앙값,줄기와 잎 그림,곱셈공식의 변형과 삼각형의 판별
IDEA_T_006,발상,TOUGH,모든 내각의 크기의 합이 $2340^\circ$인 정다각형의 대각선의 총 개수를 구하시오.,무리수의 대소 관계,소인수분해,정다각형의 내각의 합과 대각선의 개수,산점도,정다각형의 내각의 합과 대각선의 개수
IDEA_T_007,발상,TOUGH,"좌표평면에서 원점을 중심으로 하고 반지름의 길이가 $5$인 원 위의 점과 점 $(8, 6)$ 사이의 거리의 최솟값을 구하시오.",인수분해,점과 원 위의 점 사이의 거리,순환소수,평균,점과 원 위의 점 사이의 거리
IDEA_T_008,발상,TOUGH,"$x=2+\\sqrt{3}, y=2-\\sqrt{3}$일 때, $\\frac{x^3+y^3}{x^2y+xy^2}$의 값을 구하시오.",대칭식의 값 구하기,작도와 합동,히스토그램,확률의 뜻,대칭식의 값 구하기
IDEA_T_009,발상,TOUGH,$2^{10} \times 3^5$의 약수 중 $12$의 배수의 개수를 구하시오.,이차함수의 최댓값,피타고라스 정리,소인수분해를 이용한 약수의 개수,엇각과 동위각,소인수분해를 이용한 약수의 개수
IDEA_T_010,발상,TOUGH,$1 \times 2 \times 3 \times \dots \times 100$을 계산한 결과의 끝에 연속하여 나타나는 $0$의 개수를 구하시오.,일차함수의 기울기,소인수분해와 $10$의 거듭제곱,삼각비,원의 접선,소인수분해와 $10$의 거듭제곱
IDEA_T_011,발상,TOUGH,"일차함수 $y=-2x+5$의 그래프 위의 점 $(x, y)$에 대하여 $x^2+y^2$의 최솟값을 구하시오.",일차함수와 이차식의 최솟값,다각형의 외각,역수,소수와 합성수,일차함수와 이차식의 최솟값
IDEA_T_012,발상,TOUGH,$\\sqrt{n^2+100}$이 자연수가 되도록 하는 모든 자연수 $n$의 값의 합을 구하시오.,대푯값,평행선과 면적,입체도형의 부피,무리수가 정수가 될 조건과 합차 공식,무리수가 정수가 될 조건과 합차 공식
IDEA_T_013,발상,TOUGH,"직각삼각형 $ABC$에서 빗변의 중점 $M$과 직각인 꼭짓점 사이의 거리가 $5$이고, 빗변에 내린 수선의 길이가 $4$일 때, 이 직각삼각형의 둘레의 길이를 구하시오.",연립방정식,도수분포표,직각삼각형의 외심과 피타고라스 정리,분배법칙,직각삼각형의 외심과 피타고라스 정리
IDEA_T_014,발상,TOUGH,합이 $10$이고 곱이 $4$인 두 수가 있다. 이 두 수의 역수의 제곱의 합을 구하시오.,상대도수,곱셈공식의 변형,엇각과 동위각,작도와 합동,곱셈공식의 변형
IDEA_T_015,발상,TOUGH,"원기둥에 구가 꼭 맞게 들어 있고, 그 구 안에 정팔면체가 꼭 맞게 내접해 있을 때, 원기둥과 정팔면체의 부피의 비를 구하시오.",연립방정식의 풀이,이차방정식의 근의 공식,입체도형의 부피의 비,분산,입체도형의 부피의 비
